YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2019,2019,HI,Hawaii,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,39.6,39.6,NA,NA,32.5,47.1,268,NA,NA,Less than high school,NA,NA,NA,"(21.304850435000446, -157.85774940299973)",FV,FV1,Q018,VALUE,15,Education,Less than high school,EDU,EDUHS
2014,2014,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,37,37,NA,NA,35.9,38.1,19344,NA,NA,NA,NA,NA,Non-Hispanic White,"(41.641040988001, -99.365720623)",OWS,OWS1,Q037,VALUE,31,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2014,2014,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Asian,"(35.68094058, -85.774490914)",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,Asian,RACE,RACEASN
2015,2015,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.7,36.7,NA,NA,33.4,40.2,1365,NA,NA,NA,NA,"$50,000 - $74,999",NA,"(33.998821303, -81.045371207)",OWS,OWS1,Q037,VALUE,45,Income,"$50,000 - $74,999",INC,INC5075
2019,2019,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,20.3,20.3,NA,NA,17.3,23.7,1279,NA,NA,High school graduate,NA,NA,NA,"(43.65595011300047, -71.50036091999965)",PA,PA1,Q044,VALUE,33,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,45.7,45.7,NA,NA,43.9,47.5,6055,NA,NA,NA,NA,NA,Non-Hispanic White,"(35.472031356, -97.521070214)",PA,PA1,Q043,VALUE,40,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2017,2017,VT,Vermont,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,34,34,NA,NA,29.5,38.8,763,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(43.625381239, -72.517640791)",FV,FV1,Q018,VALUE,50,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,21,21,NA,NA,14.6,29.1,140,NA,18 - 24,NA,NA,NA,NA,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Age (years),18 - 24,AGEYR,AGEYR1824
2015,2015,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,45.4,45.4,NA,NA,38.5,52.5,502,NA,NA,NA,NA,NA,American Indian/Alaska Native,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,02,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,2 or more races,"(18.220833, -66.590149)",PA,PA1,Q044,VALUE,72,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2021,2021,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,26.9,26.9,NA,NA,22.1,32.4,467,NA,18 - 24,NA,NA,NA,NA,"(40.79373015200048, -77.86070029399963)",FV,FV1,Q019,VALUE,42,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,26.4,26.4,NA,NA,24.6,28.1,4106,NA,NA,NA,Female,NA,NA,"(43.625381239, -72.517640791)",PA,PA1,Q046,VALUE,50,Gender,Female,GEN,FEMALE
2019,2019,ME,Maine,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Hawaiian/Pacific Islander,"(45.254228894000505, -68.98503133599962)",PA,PA1,Q047,VALUE,23,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,31.2,31.2,NA,NA,29.7,32.7,6885,NA,NA,NA,NA,NA,Non-Hispanic White,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2022,2022,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,39.5,39.5,NA,NA,34.5,44.6,742,NA,NA,NA,NA,"$15,000 - $24,999",NA,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q036,VALUE,20,Income,"$15,000 - $24,999",INC,INC1525
2021,2021,NM,New Mexico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,21.5,21.5,NA,NA,17.4,26.3,734,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(34.52088095200048, -106.24058098499967)",FV,FV1,Q019,VALUE,35,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,KS,Kansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,24,24,NA,NA,23.2,24.9,17716,NA,NA,NA,NA,NA,Non-Hispanic White,"(38.3477403, -98.200781227)",PA,PA1,Q046,VALUE,20,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,29,29,NA,NA,27.4,30.6,5204,NA,NA,NA,Male,NA,NA,"(39.766910452, -86.149960194)",PA,PA1,Q045,VALUE,18,Gender,Male,GEN,MALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,30,30,NA,NA,28.5,31.5,19423,NA,NA,NA,Female,NA,NA,"(28.932040377, -81.928960539)",OWS,OWS1,Q037,VALUE,12,Gender,Female,GEN,FEMALE
2012,2012,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,37.6,37.6,NA,NA,34.6,40.6,1728,NA,NA,College graduate,NA,NA,NA,"(35.68094058, -85.774490914)",OWS,OWS1,Q037,VALUE,47,Education,College graduate,EDU,EDUCOGRAD
2013,2013,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Hawaiian/Pacific Islander,"(34.86597028, -111.763811277)",PA,PA1,Q043,VALUE,04,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2022,2022,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,26.9,26.9,NA,NA,25.1,28.9,3543,NA,65 or older,NA,NA,NA,NA,"(43.65595011300047, -71.50036091999965)",PA,PA1,Q047,VALUE,33,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,32,32,NA,NA,24.9,40,281,NA,NA,NA,NA,"Less than $15,000",NA,"(39.008830667, -75.577741168)",PA,PA1,Q043,VALUE,10,Income,"Less than $15,000",INC,INCLESS15
2017,2017,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,24.3,24.3,NA,NA,16.4,34.5,116,NA,NA,Less than high school,NA,NA,NA,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Education,Less than high school,EDU,EDUHS
2016,2016,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,12.6,12.6,NA,NA,7.3,20.8,191,NA,NA,NA,NA,NA,Asian,"(37.542680674, -78.457890463)",OWS,OWS1,Q036,VALUE,51,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,40.9,40.9,NA,NA,35.5,46.5,633,NA,NA,NA,NA,NA,American Indian/Alaska Native,"(34.520880952, -106.240580985)",PA,PA1,Q046,VALUE,35,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2019,2019,SC,South Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,22.7,22.7,NA,NA,18.5,27.6,617,NA,NA,NA,NA,"Less than $15,000",NA,"(33.998821303000454, -81.04537120699968)",PA,PA1,Q045,VALUE,45,Income,"Less than $15,000",INC,INCLESS15
2019,2019,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,28.5,28.5,NA,NA,25.9,31.4,2337,NA,NA,NA,Female,NA,NA,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q036,VALUE,56,Gender,Female,GEN,FEMALE
2019,2019,IN,Indiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,19.1,19.1,NA,NA,10.6,31.8,66,NA,NA,NA,NA,NA,Asian,"(39.766910452000445, -86.14996019399968)",PA,PA1,Q047,VALUE,18,Race/Ethnicity,Asian,RACE,RACEASN
2011,2011,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,48.3,48.3,NA,NA,44.5,52.1,1350,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(40.793730152, -77.860700294)",PA,PA1,Q043,VALUE,42,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,19.5,19.5,NA,NA,14.8,25.1,496,NA,NA,Less than high school,NA,NA,NA,"(34.86597028, -111.763811277)",PA,PA1,Q046,VALUE,04,Education,Less than high school,EDU,EDUHS
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,31.1,31.1,NA,NA,29.5,32.7,4799,Total,NA,NA,NA,NA,NA,"(44.567449424, -120.155031326)",PA,PA1,Q046,VALUE,41,Total,Total,OVR,OVERALL
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,27.6,27.6,NA,NA,25.7,29.7,2969,NA,45 - 54,NA,NA,NA,NA,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,06,Age (years),45 - 54,AGEYR,AGEYR4554
2020,2020,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,33.8,33.8,NA,NA,30.3,37.5,1036,NA,NA,Some college or technical school,NA,NA,NA,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q037,VALUE,45,Education,Some college or technical school,EDU,EDUCOTEC
2012,2012,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,42.2,42.2,NA,NA,40.4,44,4530,NA,NA,NA,Male,NA,NA,"(35.466220975, -79.159250463)",OWS,OWS1,Q037,VALUE,37,Gender,Male,GEN,MALE
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,28.9,28.9,NA,NA,25.2,32.9,1480,NA,NA,NA,NA,"$75,000 or greater",NA,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Income,"$75,000 or greater",INC,INC75PLUS
2022,2022,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Other,"(40.79373015200048, -77.86070029399963)",PA,PA1,Q047,VALUE,42,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,29.4,29.4,NA,NA,27.5,31.4,4836,NA,NA,NA,Female,NA,NA,"(37.542680674, -78.457890463)",PA,PA1,Q045,VALUE,51,Gender,Female,GEN,FEMALE
2012,2012,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.7,35.7,NA,NA,34.5,37,8385,Total,NA,NA,NA,NA,NA,"(34.520880952, -106.240580985)",OWS,OWS1,Q037,VALUE,35,Total,Total,OVR,OVERALL
2015,2015,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,33.9,33.9,NA,NA,31,37,2189,NA,NA,NA,NA,NA,Non-Hispanic White,"(21.304850435, -157.857749403)",OWS,OWS1,Q037,VALUE,15,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2021,2021,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,35.3,35.3,NA,NA,32.1,38.7,1730,NA,65 or older,NA,NA,NA,NA,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,VALUE,21,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,40.7,40.7,NA,NA,37.8,43.7,2066,NA,NA,NA,Male,NA,NA,"(35.68094058, -85.774490914)",OWS,OWS1,Q037,VALUE,47,Gender,Male,GEN,MALE
2017,2017,ND,North Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,13.5,13.5,NA,NA,9,19.9,368,NA,NA,NA,NA,"Less than $15,000",NA,"(47.475319779, -100.118421049)",PA,PA1,Q044,VALUE,38,Income,"Less than $15,000",INC,INCLESS15
2014,2014,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,31.1,31.1,NA,NA,28.5,33.8,1858,NA,NA,NA,NA,"$15,000 - $24,999",NA,"(46.355648736, -94.794200503)",OWS,OWS1,Q036,VALUE,27,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,27.8,27.8,NA,NA,20.8,36.1,178,NA,NA,NA,NA,NA,Non-Hispanic Black,"(39.493240390000494, -117.07184056399967)",PA,PA1,Q047,VALUE,32,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2015,2015,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,53,53,NA,NA,49.5,56.4,1310,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(39.360700171, -111.587130635)",PA,PA1,Q043,VALUE,49,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,56,56,NA,NA,53.8,58.3,4417,NA,NA,NA,Male,NA,NA,"(28.932040377, -81.928960539)",PA,PA1,Q043,VALUE,12,Gender,Male,GEN,MALE
2019,2019,NM,New Mexico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,50.9,50.9,NA,NA,44,57.7,292,NA,18 - 24,NA,NA,NA,NA,"(34.52088095200048, -106.24058098499967)",FV,FV1,Q018,VALUE,35,Age (years),18 - 24,AGEYR,AGEYR1824
